Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/5,08:00:00,345600,19.82,472,630,25
2026/4/5,10:00:00,352800,16.28,421,550,19
2026/4/5,12:00:00,360000,17.96,447,553,18
2026/4/5,14:00:00,367200,15.94,405,564,20
2026/4/5,16:00:00,374400,14.91,431,573,18
2026/4/5,18:00:00,381600,21.02,516,703,32
2026/4/5,20:00:00,388800,13.88,409,529,16
