Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/20,08:00:00,1641600,20.1,518,633,28
2026/4/20,10:00:00,1648800,14.55,418,584,19
2026/4/20,12:00:00,1656000,19.67,436,567,23
2026/4/20,14:00:00,1663200,16.95,425,548,21
2026/4/20,16:00:00,1670400,17.75,436,559,17
2026/4/20,18:00:00,1677600,25.37,506,659,32
2026/4/20,20:00:00,1684800,16,438,548,21
