Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/30,08:00:00,2505600,20.11,504,653,30
2026/4/30,10:00:00,2512800,19.08,452,565,19
2026/4/30,12:00:00,2520000,17.21,458,567,17
2026/4/30,14:00:00,2527200,17.77,440,549,16
2026/4/30,16:00:00,2534400,15.4,455,568,18
2026/4/30,18:00:00,2541600,24.92,509,654,27
2026/4/30,20:00:00,2548800,16.9,442,550,17
