Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/13,08:00:00,1036800,34.26,505,649,26
2026/4/13,10:00:00,1044000,19.32,428,568,21
2026/4/13,12:00:00,1051200,18.78,447,568,23
2026/4/13,14:00:00,1058400,17.31,431,544,16
2026/4/13,16:00:00,1065600,17.94,431,590,22
2026/4/13,18:00:00,1072800,35.68,514,672,32
2026/4/13,20:00:00,1080000,15.15,424,569,16
