Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/12,08:00:00,950400,30.4,489,628,27
2026/4/12,10:00:00,957600,14.22,412,550,17
2026/4/12,12:00:00,964800,16.97,440,573,16
2026/4/12,14:00:00,972000,12.74,411,532,17
2026/4/12,16:00:00,979200,17.03,418,564,15
2026/4/12,18:00:00,986400,30.19,499,640,30
2026/4/12,20:00:00,993600,13.62,425,549,15
