Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/15,08:00:00,1209600,21.64,503,665,28
2026/4/15,10:00:00,1216800,17.33,456,588,18
2026/4/15,12:00:00,1224000,18.3,451,599,19
2026/4/15,14:00:00,1231200,15.99,429,572,16
2026/4/15,16:00:00,1238400,17.04,439,560,23
2026/4/15,18:00:00,1245600,27.07,517,670,36
2026/4/15,20:00:00,1252800,16.66,428,547,22
