Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/11,08:00:00,864000,24.41,491,632,29
2026/4/11,10:00:00,871200,12.23,429,534,19
2026/4/11,12:00:00,878400,15.82,447,577,22
2026/4/11,14:00:00,885600,15.17,405,540,19
2026/4/11,16:00:00,892800,12.86,409,577,15
2026/4/11,18:00:00,900000,29.58,524,662,25
2026/4/11,20:00:00,907200,15.17,414,525,14
