Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/25,08:00:00,2073600,16.56,459,622,21
2026/4/25,10:00:00,2080800,10.95,422,531,15
2026/4/25,12:00:00,2088000,11.88,415,556,18
2026/4/25,14:00:00,2095200,10.54,397,536,18
2026/4/25,16:00:00,2102400,11.57,417,545,17
2026/4/25,18:00:00,2109600,17.17,474,649,27
2026/4/25,20:00:00,2116800,10.73,423,545,15
