Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/22,08:00:00,1814400,21.66,498,614,27
2026/4/22,10:00:00,1821600,16.48,426,535,16
2026/4/22,12:00:00,1828800,17.29,425,549,18
2026/4/22,14:00:00,1836000,13.2,408,547,19
2026/4/22,16:00:00,1843200,17.65,423,543,18
2026/4/22,18:00:00,1850400,23.93,522,644,32
2026/4/22,20:00:00,1857600,16.48,413,558,17
