Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/16,08:00:00,1296000,24.56,523,648,29
2026/4/16,10:00:00,1303200,16.94,450,560,18
2026/4/16,12:00:00,1310400,21.03,434,597,20
2026/4/16,14:00:00,1317600,15.22,435,576,17
2026/4/16,16:00:00,1324800,17.27,449,557,17
2026/4/16,18:00:00,1332000,27.68,522,671,31
2026/4/16,20:00:00,1339200,17.06,446,547,17
