Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/9,08:00:00,691200,22.93,486,631,33
2026/4/9,10:00:00,698400,16.69,452,573,19
2026/4/9,12:00:00,705600,17.96,444,569,22
2026/4/9,14:00:00,712800,15.68,448,583,17
2026/4/9,16:00:00,720000,19.75,458,593,23
2026/4/9,18:00:00,727200,26.92,549,670,29
2026/4/9,20:00:00,734400,16.41,455,569,18
