Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/6,08:00:00,432000,26.43,522,656,33
2026/4/6,10:00:00,439200,18.04,439,572,18
2026/4/6,12:00:00,446400,19.02,461,569,22
2026/4/6,14:00:00,453600,18.19,434,556,16
2026/4/6,16:00:00,460800,18.54,442,596,18
2026/4/6,18:00:00,468000,26.84,542,717,36
2026/4/6,20:00:00,475200,19.02,445,577,20
