Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/17,08:00:00,1382400,21.79,505,672,27
2026/4/17,10:00:00,1389600,19.47,430,566,20
2026/4/17,12:00:00,1396800,17.32,457,584,18
2026/4/17,14:00:00,1404000,15.39,436,539,20
2026/4/17,16:00:00,1411200,18.47,456,564,19
2026/4/17,18:00:00,1418400,27.56,533,700,35
2026/4/17,20:00:00,1425600,14.45,452,571,22
