Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/4,08:00:00,259200,21.99,468,621,27
2026/4/4,10:00:00,266400,16.69,417,572,18
2026/4/4,12:00:00,273600,16.82,418,573,20
2026/4/4,14:00:00,280800,12.91,427,548,21
2026/4/4,16:00:00,288000,15.98,441,560,21
2026/4/4,18:00:00,295200,23.55,524,660,29
2026/4/4,20:00:00,302400,16.14,411,546,20
