Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/7,08:00:00,518400,22.32,529,654,32
2026/4/7,10:00:00,525600,17.36,447,596,18
2026/4/7,12:00:00,532800,20.16,452,583,25
2026/4/7,14:00:00,540000,19.22,435,576,23
2026/4/7,16:00:00,547200,16.8,429,565,21
2026/4/7,18:00:00,554400,27.36,544,682,36
2026/4/7,20:00:00,561600,15.74,441,552,19
