Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/23,08:00:00,1900800,29.3,493,633,26
2026/4/23,10:00:00,1908000,13.55,438,545,15
2026/4/23,12:00:00,1915200,18.62,438,554,18
2026/4/23,14:00:00,1922400,14.53,415,536,19
2026/4/23,16:00:00,1929600,15.64,427,555,16
2026/4/23,18:00:00,1936800,32.75,500,637,33
2026/4/23,20:00:00,1944000,15.62,412,564,15
