Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/3,08:00:00,172800,26.24,507,658,29
2026/4/3,10:00:00,180000,19.55,428,555,20
2026/4/3,12:00:00,187200,19.79,458,579,23
2026/4/3,14:00:00,194400,18.53,453,567,17
2026/4/3,16:00:00,201600,17.72,435,572,19
2026/4/3,18:00:00,208800,30.02,539,667,37
2026/4/3,20:00:00,216000,15.95,443,579,21
