Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/24,08:00:00,1987200,29.79,475,650,29
2026/4/24,10:00:00,1994400,16.43,440,557,14
2026/4/24,12:00:00,2001600,15.58,449,540,21
2026/4/24,14:00:00,2008800,13.54,424,563,19
2026/4/24,16:00:00,2016000,15.64,421,537,19
2026/4/24,18:00:00,2023200,30.41,511,643,27
2026/4/24,20:00:00,2030400,13.27,433,552,17
