Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/27,08:00:00,2246400,18.89,487,669,28
2026/4/27,10:00:00,2253600,13.88,440,559,17
2026/4/27,12:00:00,2260800,14.56,417,562,16
2026/4/27,14:00:00,2268000,12.31,430,560,17
2026/4/27,16:00:00,2275200,14.67,425,565,17
2026/4/27,18:00:00,2282400,21.57,517,662,28
2026/4/27,20:00:00,2289600,12.68,412,562,20
