Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/10,08:00:00,777600,31.21,522,666,29
2026/4/10,10:00:00,784800,19.27,428,555,22
2026/4/10,12:00:00,792000,17.36,437,599,20
2026/4/10,14:00:00,799200,18.48,445,560,22
2026/4/10,16:00:00,806400,18.24,429,556,23
2026/4/10,18:00:00,813600,31.64,525,654,31
2026/4/10,20:00:00,820800,16.14,420,560,18
