Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/19,08:00:00,1555200,19.97,488,623,28
2026/4/19,10:00:00,1562400,15.52,413,564,18
2026/4/19,12:00:00,1569600,14.58,444,569,16
2026/4/19,14:00:00,1576800,14.93,423,559,18
2026/4/19,16:00:00,1584000,13.56,412,553,19
2026/4/19,18:00:00,1591200,21.8,499,682,32
2026/4/19,20:00:00,1598400,12.39,414,563,13
