Date,Time,Elapsed_Seconds,PM2.5(ug/m3),CO(relative),CO2(ppm),TVOC(ppb)
2026/4/28,08:00:00,2332800,21.73,510,650,29
2026/4/28,10:00:00,2340000,17.07,414,542,19
2026/4/28,12:00:00,2347200,15.92,441,557,18
2026/4/28,14:00:00,2354400,15.83,438,539,19
2026/4/28,16:00:00,2361600,16.48,423,547,19
2026/4/28,18:00:00,2368800,24.12,512,651,30
2026/4/28,20:00:00,2376000,17.14,428,533,19
